"PPE_NO";"GODZ";"FLAGA_EXTR";"ENERGIA";"WARTOSC"
"PLTAUD475000010535";2019-02-21 19:00:00;0;"Rc-";0,36
"PLTAUD475000010535";2019-02-21 19:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 19:15:00;0;"A+";8,28
"PLTAUD475000010535";2019-02-21 19:15:00;0;"Rc-";0,36
"PLTAUD475000010535";2019-02-21 19:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 19:30:00;0;"A+";7,32
"PLTAUD475000010535";2019-02-21 19:30:00;0;"Rc-";0,48
"PLTAUD475000010535";2019-02-21 19:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 19:45:00;0;"A+";7,56
"PLTAUD475000010535";2019-02-21 19:45:00;0;"Rc-";0,48
"PLTAUD475000010535";2019-02-21 19:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 20:00:00;0;"A+";8,16
"PLTAUD475000010535";2019-02-21 20:00:00;0;"Rc-";0,36
"PLTAUD475000010535";2019-02-21 20:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 20:15:00;0;"A+";7,08
"PLTAUD475000010535";2019-02-21 20:15:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-21 20:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 20:30:00;0;"A+";7,32
"PLTAUD475000010535";2019-02-21 20:30:00;0;"Rc-";0,72
"PLTAUD475000010535";2019-02-21 20:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 20:45:00;0;"A+";7,32
"PLTAUD475000010535";2019-02-21 20:45:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-21 20:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 21:00:00;0;"A+";6,84
"PLTAUD475000010535";2019-02-21 21:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-21 21:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 21:15:00;0;"A+";8,64
"PLTAUD475000010535";2019-02-21 21:15:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-21 21:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 21:30:00;0;"A+";7,44
"PLTAUD475000010535";2019-02-21 21:30:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-21 21:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 21:45:00;0;"A+";8,88
"PLTAUD475000010535";2019-02-21 21:45:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-21 21:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 22:00:00;0;"A+";6,96
"PLTAUD475000010535";2019-02-21 22:00:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-21 22:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 22:15:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-21 22:15:00;0;"Rc-";1,92
"PLTAUD475000010535";2019-02-21 22:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 22:30:00;0;"A+";7,68
"PLTAUD475000010535";2019-02-21 22:30:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-21 22:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 22:45:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-21 22:45:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-21 22:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-21 23:00:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-21 23:00:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-21 23:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 23:15:00;0;"A+";7,08
"PLTAUD475000010535";2019-02-21 23:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-21 23:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 23:30:00;0;"A+";8,04
"PLTAUD475000010535";2019-02-21 23:30:00;0;"Rc-";0,72
"PLTAUD475000010535";2019-02-21 23:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-21 23:45:00;0;"A+";7,68
"PLTAUD475000010535";2019-02-21 23:45:00;0;"Rc-";0,24
"PLTAUD475000010535";2019-02-21 23:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 00:00:00;0;"A+";6,96
"PLTAUD475000010535";2019-02-22 00:00:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 00:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 00:15:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 00:15:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 00:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 00:30:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-22 00:30:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 00:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 00:45:00;0;"A+";5,88
"PLTAUD475000010535";2019-02-22 00:45:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-22 00:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 01:00:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 01:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 01:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 01:15:00;0;"A+";7,56
"PLTAUD475000010535";2019-02-22 01:15:00;0;"Rc-";0,24
"PLTAUD475000010535";2019-02-22 01:15:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 01:30:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 01:30:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 01:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 01:45:00;0;"A+";5,76
"PLTAUD475000010535";2019-02-22 01:45:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 01:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 02:00:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 02:00:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 02:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 02:15:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 02:15:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 02:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 02:30:00;0;"A+";5,88
"PLTAUD475000010535";2019-02-22 02:30:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 02:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 02:45:00;0;"A+";5,76
"PLTAUD475000010535";2019-02-22 02:45:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-22 02:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 03:00:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-22 03:00:00;0;"Rc-";2,04
"PLTAUD475000010535";2019-02-22 03:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 03:15:00;0;"A+";5,04
"PLTAUD475000010535";2019-02-22 03:15:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 03:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 03:30:00;0;"A+";4,32
"PLTAUD475000010535";2019-02-22 03:30:00;0;"Rc-";2,28
"PLTAUD475000010535";2019-02-22 03:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 03:45:00;0;"A+";4,68
"PLTAUD475000010535";2019-02-22 03:45:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 03:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 04:00:00;0;"A+";4,2
"PLTAUD475000010535";2019-02-22 04:00:00;0;"Rc-";2,4
"PLTAUD475000010535";2019-02-22 04:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 04:15:00;0;"A+";5,52
"PLTAUD475000010535";2019-02-22 04:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 04:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 04:30:00;0;"A+";4,92
"PLTAUD475000010535";2019-02-22 04:30:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 04:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 04:45:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-22 04:45:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 04:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 05:00:00;0;"A+";5,88
"PLTAUD475000010535";2019-02-22 05:00:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-22 05:00:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 05:15:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 05:15:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 05:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 05:30:00;0;"A+";5,28
"PLTAUD475000010535";2019-02-22 05:30:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 05:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 05:45:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 05:45:00;0;"Rc-";2,04
"PLTAUD475000010535";2019-02-22 05:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 06:00:00;0;"A+";5,64
"PLTAUD475000010535";2019-02-22 06:00:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 06:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 06:15:00;0;"A+";5,76
"PLTAUD475000010535";2019-02-22 06:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 06:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 06:30:00;0;"A+";5,04
"PLTAUD475000010535";2019-02-22 06:30:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 06:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 06:45:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-22 06:45:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 06:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 07:00:00;0;"A+";4,92
"PLTAUD475000010535";2019-02-22 07:00:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 07:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 07:15:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 07:15:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 07:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 07:30:00;0;"A+";6
"PLTAUD475000010535";2019-02-22 07:30:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 07:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 07:45:00;0;"A+";5,76
"PLTAUD475000010535";2019-02-22 07:45:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 07:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 08:00:00;0;"A+";5,64
"PLTAUD475000010535";2019-02-22 08:00:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 08:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 08:15:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 08:15:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 08:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 08:30:00;0;"A+";5,64
"PLTAUD475000010535";2019-02-22 08:30:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 08:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 08:45:00;0;"A+";5,76
"PLTAUD475000010535";2019-02-22 08:45:00;0;"Rc-";0,48
"PLTAUD475000010535";2019-02-22 08:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 09:00:00;0;"A+";6
"PLTAUD475000010535";2019-02-22 09:00:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 09:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 09:15:00;0;"A+";6,6
"PLTAUD475000010535";2019-02-22 09:15:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 09:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 09:30:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-22 09:30:00;0;"Rc-";0,24
"PLTAUD475000010535";2019-02-22 09:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 09:45:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-22 09:45:00;0;"Rc-";0,36
"PLTAUD475000010535";2019-02-22 09:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 10:00:00;0;"A+";6
"PLTAUD475000010535";2019-02-22 10:00:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 10:00:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 10:15:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 10:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 10:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 10:30:00;0;"A+";5,64
"PLTAUD475000010535";2019-02-22 10:30:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 10:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 10:45:00;0;"A+";6,24
"PLTAUD475000010535";2019-02-22 10:45:00;0;"Rc-";0,36
"PLTAUD475000010535";2019-02-22 10:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 11:00:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-22 11:00:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 11:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 11:15:00;0;"A+";4,44
"PLTAUD475000010535";2019-02-22 11:15:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 11:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 11:30:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-22 11:30:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 11:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 11:45:00;0;"A+";5,28
"PLTAUD475000010535";2019-02-22 11:45:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 11:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 12:00:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-22 12:00:00;0;"Rc-";0,72
"PLTAUD475000010535";2019-02-22 12:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 12:15:00;0;"A+";5,64
"PLTAUD475000010535";2019-02-22 12:15:00;0;"Rc-";0,48
"PLTAUD475000010535";2019-02-22 12:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 12:30:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 12:30:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 12:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 12:45:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-22 12:45:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 12:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 13:00:00;0;"A+";4,92
"PLTAUD475000010535";2019-02-22 13:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 13:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 13:15:00;0;"A+";7,68
"PLTAUD475000010535";2019-02-22 13:15:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 13:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 13:30:00;0;"A+";6,96
"PLTAUD475000010535";2019-02-22 13:30:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 13:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 13:45:00;0;"A+";6,72
"PLTAUD475000010535";2019-02-22 13:45:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 13:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 14:00:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 14:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 14:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 14:15:00;0;"A+";6,72
"PLTAUD475000010535";2019-02-22 14:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 14:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 14:30:00;0;"A+";7,08
"PLTAUD475000010535";2019-02-22 14:30:00;0;"Rc-";0,48
"PLTAUD475000010535";2019-02-22 14:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 14:45:00;0;"A+";6,24
"PLTAUD475000010535";2019-02-22 14:45:00;0;"Rc-";0,84
"PLTAUD475000010535";2019-02-22 14:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 15:00:00;0;"A+";5,52
"PLTAUD475000010535";2019-02-22 15:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 15:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 15:15:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-22 15:15:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-22 15:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 15:30:00;0;"A+";3,72
"PLTAUD475000010535";2019-02-22 15:30:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 15:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 15:45:00;0;"A+";5,04
"PLTAUD475000010535";2019-02-22 15:45:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 15:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 16:00:00;0;"A+";5,52
"PLTAUD475000010535";2019-02-22 16:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 16:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 16:15:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-22 16:15:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 16:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 16:30:00;0;"A+";5,52
"PLTAUD475000010535";2019-02-22 16:30:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 16:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 16:45:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-22 16:45:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 16:45:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 17:00:00;0;"A+";5,16
"PLTAUD475000010535";2019-02-22 17:00:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 17:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 17:15:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 17:15:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 17:15:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 17:30:00;0;"A+";7,68
"PLTAUD475000010535";2019-02-22 17:30:00;0;"Rc-";0,72
"PLTAUD475000010535";2019-02-22 17:30:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 17:45:00;0;"A+";7,2
"PLTAUD475000010535";2019-02-22 17:45:00;0;"Rc-";0,6
"PLTAUD475000010535";2019-02-22 17:45:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 18:00:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-22 18:00:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 18:00:00;0;"Ri+";0,24
"PLTAUD475000010535";2019-02-22 18:15:00;0;"A+";6,72
"PLTAUD475000010535";2019-02-22 18:15:00;0;"Rc-";1,08
"PLTAUD475000010535";2019-02-22 18:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 18:30:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 18:30:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 18:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 18:45:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 18:45:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 18:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 19:00:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 19:00:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 19:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 19:15:00;0;"A+";6,6
"PLTAUD475000010535";2019-02-22 19:15:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 19:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 19:30:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 19:30:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 19:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 19:45:00;0;"A+";6
"PLTAUD475000010535";2019-02-22 19:45:00;0;"Rc-";1,92
"PLTAUD475000010535";2019-02-22 19:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 20:00:00;0;"A+";6,6
"PLTAUD475000010535";2019-02-22 20:00:00;0;"Rc-";1,32
"PLTAUD475000010535";2019-02-22 20:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 20:15:00;0;"A+";6,48
"PLTAUD475000010535";2019-02-22 20:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 20:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 20:30:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 20:30:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 20:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 20:45:00;0;"A+";7,2
"PLTAUD475000010535";2019-02-22 20:45:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 20:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 21:00:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 21:00:00;0;"Rc-";1,44
"PLTAUD475000010535";2019-02-22 21:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 21:15:00;0;"A+";7,44
"PLTAUD475000010535";2019-02-22 21:15:00;0;"Rc-";2,04
"PLTAUD475000010535";2019-02-22 21:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 21:30:00;0;"A+";6,84
"PLTAUD475000010535";2019-02-22 21:30:00;0;"Rc-";1,92
"PLTAUD475000010535";2019-02-22 21:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 21:45:00;0;"A+";8,04
"PLTAUD475000010535";2019-02-22 21:45:00;0;"Rc-";0,96
"PLTAUD475000010535";2019-02-22 21:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 22:00:00;0;"A+";6,96
"PLTAUD475000010535";2019-02-22 22:00:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 22:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 22:15:00;0;"A+";6,72
"PLTAUD475000010535";2019-02-22 22:15:00;0;"Rc-";1,2
"PLTAUD475000010535";2019-02-22 22:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 22:30:00;0;"A+";6
"PLTAUD475000010535";2019-02-22 22:30:00;0;"Rc-";1,8
"PLTAUD475000010535";2019-02-22 22:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 22:45:00;0;"A+";5,88
"PLTAUD475000010535";2019-02-22 22:45:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 22:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 23:00:00;0;"A+";6,24
"PLTAUD475000010535";2019-02-22 23:00:00;0;"Rc-";1,56
"PLTAUD475000010535";2019-02-22 23:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-22 23:15:00;0;"A+";6,36
"PLTAUD475000010535";2019-02-22 23:15:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 23:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 23:30:00;0;"A+";6,12
"PLTAUD475000010535";2019-02-22 23:30:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-22 23:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-22 23:45:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-22 23:45:00;0;"Rc-";2,16
"PLTAUD475000010535";2019-02-22 23:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 00:00:00;0;"A+";4,8
"PLTAUD475000010535";2019-02-23 00:00:00;0;"Rc-";2,04
"PLTAUD475000010535";2019-02-23 00:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 00:15:00;0;"A+";5,4
"PLTAUD475000010535";2019-02-23 00:15:00;0;"Rc-";1,68
"PLTAUD475000010535";2019-02-23 00:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 00:30:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-23 00:30:00;0;"Rc-";2,16
"PLTAUD475000010535";2019-02-23 00:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 00:45:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-23 00:45:00;0;"Rc-";2,16
"PLTAUD475000010535";2019-02-23 00:45:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 01:00:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-23 01:00:00;0;"Rc-";2,28
"PLTAUD475000010535";2019-02-23 01:00:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 01:15:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-23 01:15:00;0;"Rc-";2,4
"PLTAUD475000010535";2019-02-23 01:15:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 01:30:00;0;"A+";3,6
"PLTAUD475000010535";2019-02-23 01:30:00;0;"Rc-";2,88
"PLTAUD475000010535";2019-02-23 01:30:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 01:45:00;0;"A+";4,56
"PLTAUD475000010535";2019-02-23 01:45:00;0;"Rc-";2,52
"PLTAUD475000010535";2019-02-23 01:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 02:00:00;0;"A+";4,08
"PLTAUD475000010535";2019-02-23 02:00:00;0;"Rc-";2,76
"PLTAUD475000010535";2019-02-23 02:00:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 02:15:00;0;"A+";4,2
"PLTAUD475000010535";2019-02-23 02:15:00;0;"Rc-";2,52
"PLTAUD475000010535";2019-02-23 02:15:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 02:30:00;0;"A+";4,2
"PLTAUD475000010535";2019-02-23 02:30:00;0;"Rc-";2,52
"PLTAUD475000010535";2019-02-23 02:30:00;0;"Ri+";0,12
"PLTAUD475000010535";2019-02-23 02:45:00;0;"A+";4,32
"PLTAUD475000010535";2019-02-23 02:45:00;0;"Rc-";2,52
"PLTAUD475000010535";2019-02-23 02:45:00;0;"Ri+";0
"PLTAUD475000010535";2019-02-23 03:00:00;0;"A+";3,6
"PLTAUD475000010535";2019-02-23 03:00:00;0;"Rc-";2,88
"PLTAUD475000010535";2019-02-23 03:00:00;0;"Ri+";0
